"#","No.","Name","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm","Class","Deleted"
"863","47","Nordic Light Racing","110","110","1:08.406","112.5","2:19:56.776","12:02:39.174","109","177","3","","7650748","0","","R2","No"
"864","117","Roslagen Racing BMW 323 compact","97","110","1:17.193","99.7","2:20:02.014","12:02:44.412","112","153","3","","7722653","0","","Standard","No"
"865","8","Team Skeppsbrons","107","110","1:14.218","103.7","2:20:12.685","12:02:55.083","155","158","3","","4867808","0","","R1","No"
"866","27","BET","104","110","1:07.171","114.5","2:20:14.886","12:02:57.284","128","157","3","","7647018","0","","R1","No"
"867","47","Nordic Light Racing","111","111","1:07.029","114.8","2:21:03.805","12:03:46.203","117","181","3","","7650748","0","","R2","No"
"868","117","Roslagen Racing BMW 323 compact","98","111","1:16.354","100.8","2:21:18.368","12:04:00.766","117","155","3","","7722653","0","","Standard","No"
"869","8","Team Skeppsbrons","108","111","1:11.313","107.9","2:21:23.998","12:04:06.396","125","159","3","","4867808","0","","R1","No"
"870","27","BET","105","111","1:09.290","111.0","2:21:24.176","12:04:06.574","111","160","3","","7647018","0","","R1","No"
"871","555","Team Hau Nau","65","111","11:35.707","11.1","2:21:30.453","12:04:12.851","81","148","3","","7637509","0","","R1","No"
"872","47","Nordic Light Racing","112","112","1:06.702","115.3","2:22:10.507","12:04:52.905","125","179","3","","7650748","0","","R2","No"
"873","27","BET","106","112","1:07.513","114.0","2:22:31.689","12:05:14.087","121","155","1","","7647018","0","","R1","No"
"874","8","Team Skeppsbrons","109","112","1:11.218","108.0","2:22:35.216","12:05:17.614","158","161","1","","4867808","0","","R1","No"
"875","117","Roslagen Racing BMW 323 compact","99","112","1:19.458","96.8","2:22:37.826","12:05:20.224","107","153","1","","7722653","0","","Standard","No"
"876","555","Team Hau Nau","66","112","1:10.449","109.2","2:22:40.902","12:05:23.300","81","147","1","","7637509","0","","R1","No"
"877","47","Nordic Light Racing","113","113","1:03.705","120.8","2:23:14.212","12:05:56.610","126","182","1","","7650748","0","","R2","No"
"878","27","BET","107","113","1:08.820","111.8","2:23:40.509","12:06:22.907","119","156","3","","7647018","0","","R1","No"
"879","8","Team Skeppsbrons","110","113","1:15.963","101.3","2:23:51.179","12:06:33.577","155","159","3","","4867808","0","","R1","No"
"880","555","Team Hau Nau","67","113","1:13.879","104.1","2:23:54.781","12:06:37.179","50","146","3","","7637509","0","","R1","No"
"881","117","Roslagen Racing BMW 323 compact","100","113","1:16.980","99.9","2:23:54.806","12:06:37.204","107","155","3","","7722653","0","","Standard","No"
"882","47","Nordic Light Racing","114","114","1:05.335","117.8","2:24:19.547","12:07:01.945","108","179","3","","7650748","0","","R2","No"
"883","27","BET","108","114","1:09.479","110.7","2:24:49.988","12:07:32.386","114","158","1","","7647018","0","","R1","No"
"884","8","Team Skeppsbrons","111","114","1:12.871","105.6","2:25:04.050","12:07:46.448","157","160","1","","4867808","0","","R1","No"
"885","555","Team Hau Nau","68","114","1:12.522","106.1","2:25:07.303","12:07:49.701","92","151","1","","7637509","0","","R1","No"
"886","117","Roslagen Racing BMW 323 compact","101","114","1:23.091","92.6","2:25:17.897","12:08:00.295","117","154","1","","7722653","0","","Standard","No"
"887","47","Nordic Light Racing","115","115","1:05.368","117.7","2:25:24.915","12:08:07.313","115","178","1","","7650748","0","","R2","No"
"888","190","MoMo Racing Team MRT","77","115","43:43.560","2.9","2:25:39.948","12:08:22.346","127","157","1","","7493526","0","","R2","No"
"889","27","BET","109","115","1:07.399","114.1","2:25:57.387","12:08:39.785","124","156","1","","7647018","0","","R1","No"
"890","8","Team Skeppsbrons","112","115","1:11.574","107.5","2:26:15.624","12:08:58.022","153","159","1","","4867808","0","","R1","No"
"891","555","Team Hau Nau","69","115","1:09.432","110.8","2:26:16.735","12:08:59.133","94","152","1","","7637509","0","","R1","No"
"892","47","Nordic Light Racing","116","116","1:06.044","116.5","2:26:30.959","12:09:13.357","108","177","1","","7650748","0","","R2","No"
"893","117","Roslagen Racing BMW 323 compact","102","116","1:21.787","94.1","2:26:39.684","12:09:22.082","113","154","3","","7722653","0","","Standard","No"
"894","190","MoMo Racing Team MRT","78","116","1:15.260","102.2","2:26:55.208","12:09:37.606","125","158","3","","7493526","0","","R2","No"
"895","27","BET","110","116","1:07.739","113.6","2:27:05.126","12:09:47.524","127","156","3","","7647018","0","","R1","No"
"896","8","Team Skeppsbrons","113","116","1:14.433","103.4","2:27:30.057","12:10:12.455","161","161","3","","4867808","0","","R1","No"
"897","555","Team Hau Nau","70","116","1:13.715","104.4","2:27:30.450","12:10:12.848","88","148","3","","7637509","0","","R1","No"
"898","47","Nordic Light Racing","117","117","1:06.499","115.7","2:27:37.458","12:10:19.856","109","179","3","","7650748","0","","R2","No"
"899","117","Roslagen Racing BMW 323 compact","103","117","1:17.003","99.9","2:27:56.687","12:10:39.085","105","152","3","","7722653","0","","Standard","No"
"900","190","MoMo Racing Team MRT","79","117","1:15.033","102.5","2:28:10.241","12:10:52.639","128","160","3","","7493526","0","","R2","No"
"901","27","BET","111","117","1:08.328","112.6","2:28:13.454","12:10:55.852","130","155","3","","7647018","0","","R1","No"
"902","555","Team Hau Nau","71","117","1:09.863","110.1","2:28:40.313","12:11:22.711","88","149","3","","7637509","0","","R1","No"
"903","8","Team Skeppsbrons","114","117","1:12.553","106.0","2:28:42.610","12:11:25.008","163","162","3","","4867808","0","","R1","No"
"904","47","Nordic Light Racing","118","118","1:06.067","116.4","2:28:43.525","12:11:25.923","120","181","3","","7650748","0","","R2","No"
"905","117","Roslagen Racing BMW 323 compact","104","118","1:15.902","101.4","2:29:12.589","12:11:54.987","118","154","3","","7722653","0","","Standard","No"
"906","27","BET","112","118","1:07.689","113.7","2:29:21.143","12:12:03.541","122","156","3","","7647018","0","","R1","No"
"907","190","MoMo Racing Team MRT","80","118","1:14.473","103.3","2:29:24.714","12:12:07.112","119","157","3","","7493526","0","","R2","No"
"908","47","Nordic Light Racing","119","119","1:05.338","117.7","2:29:48.863","12:12:31.261","108","178","3","","7650748","0","","R2","No"
"909","555","Team Hau Nau","72","119","1:10.550","109.0","2:29:50.863","12:12:33.261","81","149","3","","7637509","0","","R1","No"
"910","8","Team Skeppsbrons","115","119","1:13.412","104.8","2:29:56.022","12:12:38.420","157","159","3","","4867808","0","","R1","No"
"911","27","BET","113","119","1:08.333","112.6","2:30:29.476","12:13:11.874","125","156","3","","7647018","0","","R1","No"
"912","117","Roslagen Racing BMW 323 compact","105","119","1:21.566","94.3","2:30:34.155","12:13:16.553","115","154","3","","7722653","0","","Standard","No"
"913","190","MoMo Racing Team MRT","81","119","1:12.643","105.9","2:30:37.357","12:13:19.755","125","162","3","","7493526","0","","R2","No"
"914","47","Nordic Light Racing","120","120","1:04.007","120.2","2:30:52.870","12:13:35.268","109","179","3","","7650748","0","","R2","No"
"915","555","Team Hau Nau","73","120","1:10.491","109.1","2:31:01.354","12:13:43.752","102","154","3","","7637509","0","","R1","No"
"916","8","Team Skeppsbrons","116","120","1:13.748","104.3","2:31:09.770","12:13:52.168","148","163","3","","4867808","0","","R1","No"
"917","27","BET","114","120","1:08.365","112.5","2:31:37.841","12:14:20.239","119","157","1","","7647018","0","","R1","No"
"918","117","Roslagen Racing BMW 323 compact","106","120","1:22.272","93.5","2:31:56.427","12:14:38.825","125","154","1","","7722653","0","","Standard","No"
"919","190","MoMo Racing Team MRT","82","120","1:20.342","95.8","2:31:57.699","12:14:40.097","122","160","1","","7493526","0","","R2","No"
"920","47","Nordic Light Racing","121","121","1:05.326","117.8","2:31:58.196","12:14:40.594","131","182","1","","7650748","0","","R2","No"
"921","555","Team Hau Nau","74","121","1:10.679","108.8","2:32:12.033","12:14:54.431","95","154","1","","7637509","0","","R1","No"
"922","8","Team Skeppsbrons","117","121","1:10.343","109.4","2:32:20.113","12:15:02.511","156","160","1","","4867808","0","","R1","No"
"923","27","BET","115","121","1:08.280","112.7","2:32:46.121","12:15:28.519","126","156","3","","7647018","0","","R1","No"
"924","47","Nordic Light Racing","122","122","1:07.692","113.7","2:33:05.888","12:15:48.286","109","178","3","","7650748","0","","R2","No"
"925","190","MoMo Racing Team MRT","83","122","1:15.557","101.8","2:33:13.256","12:15:55.654","122","158","3","","7493526","0","","R2","No"
"926","117","Roslagen Racing BMW 323 compact","107","122","1:32.128","83.5","2:33:28.555","12:16:10.953","126","154","3","","7722653","0","","Standard","No"
"927","8","Team Skeppsbrons","118","122","1:12.733","105.8","2:33:32.846","12:16:15.244","152","159","3","","4867808","0","","R1","No"
"928","27","BET","116","122","1:09.486","110.7","2:33:55.607","12:16:38.005","129","157","3","","7647018","0","","R1","No"
"929","47","Nordic Light Racing","123","123","1:04.492","119.3","2:34:10.380","12:16:52.778","139","182","3","","7650748","0","","R2","No"
"930","190","MoMo Racing Team MRT","84","123","1:12.336","106.4","2:34:25.592","12:17:07.990","125","159","3","","7493526","0","","R2","No"
"931","8","Team Skeppsbrons","119","123","1:11.511","107.6","2:34:44.357","12:17:26.755","157","160","3","","4867808","0","","R1","No"
"932","117","Roslagen Racing BMW 323 compact","108","123","1:18.924","97.5","2:34:47.479","12:17:29.877","118","153","3","","7722653","0","","Standard","No"
"933","27","BET","117","123","1:08.219","112.8","2:35:03.826","12:17:46.224","122","158","3","","7647018","0","","R1","No"
"934","47","Nordic Light Racing","124","124","1:08.051","113.1","2:35:18.431","12:18:00.829","108","177","3","","7650748","0","","R2","No"
"935","190","MoMo Racing Team MRT","85","124","1:13.340","104.9","2:35:38.932","12:18:21.330","117","156","3","","7493526","0","","R2","No"
"936","8","Team Skeppsbrons","120","124","1:12.058","106.8","2:35:56.415","12:18:38.813","157","161","3","","4867808","0","","R1","No"
"937","27","BET","118","124","1:07.477","114.0","2:36:11.303","12:18:53.701","127","155","3","","7647018","0","","R1","No"
"938","47","Nordic Light Racing","125","125","1:04.729","118.9","2:36:23.160","12:19:05.558","112","180","3","","7650748","0","","R2","No"
"939","190","MoMo Racing Team MRT","86","125","1:14.657","103.0","2:36:53.589","12:19:35.987","117","156","3","","7493526","0","","R2","No"
"940","8","Team Skeppsbrons","121","125","1:11.249","108.0","2:37:07.664","12:19:50.062","158","161","3","","4867808","0","","R1","No"
"941","27","BET","119","125","1:07.620","113.8","2:37:18.923","12:20:01.321","120","153","3","","7647018","0","","R1","No"
"942","47","Nordic Light Racing","126","126","1:04.996","118.4","2:37:28.156","12:20:10.554","110","179","3","","7650748","0","","R2","No"
"943","190","MoMo Racing Team MRT","87","126","1:12.823","105.6","2:38:06.412","12:20:48.810","119","157","3","","7493526","0","","R2","No"
"944","555","Team Hau Nau","75","126","6:07.963","20.9","2:38:19.996","12:21:02.394","62","144","3","","7637509","0","","R1","No"
"945","8","Team Skeppsbrons","122","126","1:16.425","100.7","2:38:24.089","12:21:06.487","166","163","3","","4867808","0","","R1","No"
"946","27","BET","120","126","1:06.407","115.8","2:38:25.330","12:21:07.728","126","160","3","","7647018","0","","R1","No"
"947","47","Nordic Light Racing","127","127","1:03.439","121.3","2:38:31.595","12:21:13.993","108","177","6","","7650748","0","","R2","No"
"948","190","MoMo Racing Team MRT","88","127","1:11.876","107.0","2:39:18.288","12:22:00.686","127","162","6","","7493526","0","","R2","No"
"949","555","Team Hau Nau","76","127","1:11.035","108.3","2:39:31.031","12:22:13.429","70","147","6","","7637509","0","","R1","No"
"950","27","BET","121","127","1:08.974","111.5","2:39:34.304","12:22:16.702","122","159","3","","7647018","0","","R1","No"
"951","8","Team Skeppsbrons","123","127","1:12.400","106.3","2:39:36.489","12:22:18.887","155","158","3","","4867808","0","","R1","No"
"952","47","Nordic Light Racing","128","128","1:05.560","117.3","2:39:37.155","12:22:19.553","119","181","3","","7650748","0","","R2","No"
"953","190","MoMo Racing Team MRT","89","128","1:11.452","107.7","2:40:29.740","12:23:12.138","123","162","3","","7493526","0","","R2","No"
"954","555","Team Hau Nau","77","128","1:09.444","110.8","2:40:40.475","12:23:22.873","71","146","4","","7637509","0","","R1","No"
"955","27","BET","122","128","1:06.609","115.5","2:40:40.913","12:23:23.311","122","156","4","","7647018","0","","R1","No"
"956","47","Nordic Light Racing","129","129","1:04.768","118.8","2:40:41.923","12:23:24.321","113","181","4","","7650748","0","","R2","No"
"957","8","Team Skeppsbrons","124","129","1:11.901","107.0","2:40:48.390","12:23:30.788","157","162","4","","4867808","0","","R1","No"
"958","190","MoMo Racing Team MRT","90","129","1:12.834","105.6","2:41:42.574","12:24:24.972","120","157","4","","7493526","0","","R2","No"
"959","47","Nordic Light Racing","130","130","1:06.284","116.1","2:41:48.207","12:24:30.605","109","179","4","","7650748","0","","R2","No"
"960","555","Team Hau Nau","78","130","1:12.417","106.2","2:41:52.892","12:24:35.290","67","146","4","","7637509","0","","R1","No"
"961","27","BET","123","130","1:12.181","106.6","2:41:53.094","12:24:35.492","111","160","4","","7647018","0","","R1","No"
"962","8","Team Skeppsbrons","125","130","1:10.474","109.2","2:41:58.864","12:24:41.262","152","160","4","","4867808","0","","R1","No"
"963","47","Nordic Light Racing","131","131","1:06.258","116.1","2:42:54.465","12:25:36.863","110","177","3","","7650748","0","","R2","No"
"964","190","MoMo Racing Team MRT","91","131","1:13.027","105.3","2:42:55.601","12:25:37.999","121","156","3","","7493526","0","","R2","No"
"965","117","Roslagen Racing BMW 323 compact","109","131","8:11.794","15.6","2:42:59.273","12:25:41.671","113","153","3","","7722653","0","","Standard","No"
"966","27","BET","124","131","1:08.117","112.9","2:43:01.211","12:25:43.609","126","156","3","","7647018","0","","R1","No"
"967","555","Team Hau Nau","79","131","1:11.541","107.5","2:43:04.433","12:25:46.831","72","146","3","","7637509","0","","R1","No"
"968","8","Team Skeppsbrons","126","131","1:11.059","108.3","2:43:09.923","12:25:52.321","152","162","3","","4867808","0","","R1","No"
"969","47","Nordic Light Racing","132","132","1:03.681","120.8","2:43:58.146","12:26:40.544","111","179","6","","7650748","0","","R2","No"
"970","190","MoMo Racing Team MRT","92","132","1:11.516","107.6","2:44:07.117","12:26:49.515","118","155","6","","7493526","0","","R2","No"
"971","27","BET","125","132","1:07.742","113.6","2:44:08.953","12:26:51.351","125","155","6","","7647018","0","","R1","No"
"972","555","Team Hau Nau","80","132","1:11.228","108.0","2:44:15.661","12:26:58.059","68","150","6","","7637509","0","","R1","No"
"973","117","Roslagen Racing BMW 323 compact","110","132","1:16.660","100.4","2:44:15.933","12:26:58.331","117","154","6","","7722653","0","","Standard","No"
"974","8","Team Skeppsbrons","127","132","1:10.593","109.0","2:44:20.516","12:27:02.914","152","159","6","","4867808","0","","R1","No"
"975","47","Nordic Light Racing","133","133","1:06.786","115.2","2:45:04.932","12:27:47.330","115","180","1","","7650748","0","","R2","No"
"976","27","BET","126","133","1:06.926","115.0","2:45:15.879","12:27:58.277","118","158","1","","7647018","0","","R1","No"
"977","190","MoMo Racing Team MRT","93","133","1:10.681","108.8","2:45:17.798","12:28:00.196","123","159","1","","7493526","0","","R2","No"
"978","555","Team Hau Nau","81","133","1:07.725","113.6","2:45:23.386","12:28:05.784","77","148","1","","7637509","0","","R1","No"
"979","117","Roslagen Racing BMW 323 compact","111","133","1:15.620","101.7","2:45:31.553","12:28:13.951","108","154","3","","7722653","0","","Standard","No"
"980","8","Team Skeppsbrons","128","133","1:11.255","108.0","2:45:31.771","12:28:14.169","135","157","3","","4867808","0","","R1","No"
"981","47","Nordic Light Racing","134","134","1:03.636","120.9","2:46:08.568","12:28:50.966","109","178","3","","7650748","0","","R2","No"
"982","27","BET","127","134","1:08.721","111.9","2:46:24.600","12:29:06.998","125","155","3","","7647018","0","","R1","No"
"983","190","MoMo Racing Team MRT","94","134","1:13.426","104.8","2:46:31.224","12:29:13.622","123","155","3","","7493526","0","","R2","No"
"984","555","Team Hau Nau","82","134","1:10.685","108.8","2:46:34.071","12:29:16.469","84","149","11","","7637509","0","","R1","No"
"985","8","Team Skeppsbrons","129","134","1:10.423","109.2","2:46:42.194","12:29:24.592","155","162","11","","4867808","0","","R1","No"
"986","117","Roslagen Racing BMW 323 compact","112","134","1:15.333","102.1","2:46:46.886","12:29:29.284","114","153","11","","7722653","0","","Standard","No"
"987","47","Nordic Light Racing","135","135","1:08.044","113.1","2:47:16.612","12:29:59.010","110","180","11","","7650748","0","","R2","No"
"988","27","BET","128","135","1:07.058","114.7","2:47:31.658","12:30:14.056","125","154","4","","7647018","0","","R1","No"
"989","190","MoMo Racing Team MRT","95","135","1:11.190","108.1","2:47:42.414","12:30:24.812","122","157","4","","7493526","0","","R2","No"
"990","555","Team Hau Nau","83","135","1:09.046","111.4","2:47:43.117","12:30:25.515","79","149","4","","7637509","0","","R1","No"
"991","8","Team Skeppsbrons","130","135","1:11.129","108.2","2:47:53.323","12:30:35.721","155","162","4","","4867808","0","","R1","No"
"992","117","Roslagen Racing BMW 323 compact","113","135","1:16.217","100.9","2:48:03.103","12:30:45.501","109","152","4","","7722653","0","","Standard","No"
"993","47","Nordic Light Racing","136","136","1:15.132","102.4","2:48:31.744","12:31:14.142","125","178","3","","7650748","0","","R2","No"
"994","27","BET","129","136","1:17.895","98.8","2:48:49.553","12:31:31.951","126","156","3","","7647018","0","","R1","No"
"995","190","MoMo Racing Team MRT","96","136","1:16.876","100.1","2:48:59.290","12:31:41.688","125","157","3","","7493526","0","","R2","No"
"996","555","Team Hau Nau","84","136","1:16.665","100.3","2:48:59.782","12:31:42.180","79","146","3","","7637509","0","","R1","No"
"997","8","Team Skeppsbrons","131","136","1:15.256","102.2","2:49:08.579","12:31:50.977","156","163","3","","4867808","0","","R1","No"
"998","117","Roslagen Racing BMW 323 compact","114","136","1:17.011","99.9","2:49:20.114","12:32:02.512","107","151","3","","7722653","0","","Standard","No"
"999","47","Nordic Light Racing","137","137","1:38.003","78.5","2:50:09.747","12:32:52.145","118","180","3","","7650748","0","","R2","No"
"1000","27","BET","130","137","1:33.559","82.2","2:50:23.112","12:33:05.510","120","157","3","","7647018","0","","R1","No"
"1001","190","MoMo Racing Team MRT","97","137","1:27.009","88.4","2:50:26.299","12:33:08.697","120","156","3","","7493526","0","","R2","No"
"1002","555","Team Hau Nau","85","137","1:27.437","88.0","2:50:27.219","12:33:09.617","69","147","3","","7637509","0","","R1","No"
"1003","8","Team Skeppsbrons","132","137","1:30.723","84.8","2:50:39.302","12:33:21.700","145","162","3","","4867808","0","","R1","No"
"1004","117","Roslagen Racing BMW 323 compact","115","137","1:29.324","86.1","2:50:49.438","12:33:31.836","105","149","3","","7722653","0","","Standard","No"
"1005","47","Nordic Light Racing","138","138","1:35.450","80.6","2:51:45.197","12:34:27.595","130","180","3","","7650748","0","","R2","No"
"1006","27","BET","131","138","1:23.063","92.6","2:51:46.175","12:34:28.573","120","157","3","","7647018","0","","R1","No"
"1007","555","Team Hau Nau","86","138","1:25.917","89.5","2:51:53.136","12:34:35.534","85","149","3","","7637509","0","","R1","No"
"1008","190","MoMo Racing Team MRT","98","138","1:27.289","88.1","2:51:53.588","12:34:35.986","118","155","3","","7493526","0","","R2","No"
"1009","8","Team Skeppsbrons","133","138","1:19.897","96.3","2:51:59.199","12:34:41.597","154","162","3","","4867808","0","","R1","No"
"1010","117","Roslagen Racing BMW 323 compact","116","138","1:27.448","88.0","2:52:16.886","12:34:59.284","111","153","3","","7722653","0","","Standard","No"
"1011","47","Nordic Light Racing","139","139","1:09.360","110.9","2:52:54.557","12:35:36.955","109","179","3","","7650748","0","","R2","No"
"1012","27","BET","132","139","1:10.140","109.7","2:52:56.315","12:35:38.713","123","155","3","","7647018","0","","R1","No"
"1013","555","Team Hau Nau","87","139","1:18.410","98.1","2:53:11.546","12:35:53.944","62","147","3","","7637509","0","","R1","No"
"1014","190","MoMo Racing Team MRT","99","139","1:20.632","95.4","2:53:14.220","12:35:56.618","118","155","3","","7493526","0","","R2","No"
"1015","8","Team Skeppsbrons","134","139","1:19.090","97.3","2:53:18.289","12:36:00.687","170","159","3","","4867808","0","","R1","No"
"1016","117","Roslagen Racing BMW 323 compact","117","139","1:17.894","98.8","2:53:34.780","12:36:17.178","109","152","3","","7722653","0","","Standard","No"
"1017","47","Nordic Light Racing","140","140","1:03.542","121.1","2:53:58.099","12:36:40.497","109","179","3","","7650748","0","","R2","No"
"1018","27","BET","133","140","1:07.750","113.6","2:54:04.065","12:36:46.463","127","154","3","","7647018","0","","R1","No"
"1019","555","Team Hau Nau","88","140","1:07.761","113.5","2:54:19.307","12:37:01.705","81","147","3","","7637509","0","","R1","No"
"1020","190","MoMo Racing Team MRT","100","140","1:11.002","108.4","2:54:25.222","12:37:07.620","125","155","3","","7493526","0","","R2","No"
"1021","8","Team Skeppsbrons","135","140","1:12.552","106.0","2:54:30.841","12:37:13.239","185","161","3","","4867808","0","","R1","No"
"1022","117","Roslagen Racing BMW 323 compact","118","140","1:16.073","101.1","2:54:50.853","12:37:33.251","109","152","4","","7722653","0","","Standard","No"
"1023","47","Nordic Light Racing","141","141","1:03.699","120.8","2:55:01.798","12:37:44.196","138","181","4","","7650748","0","","R2","No"
"1024","27","BET","134","141","1:08.421","112.4","2:55:12.486","12:37:54.884","155","158","4","","7647018","0","","R1","No"
"1025","","Finish Flag","","","","","2:55:29.403","12:38:11.801","","","","","","","","",""
"1026","","Run Stopped","","","","","2:56:33.186","12:39:15.584","","","","","","","","",""
"1027","","Warmup Flag","","","","","2:56:33.186","13:19:57.293","","","","","","","","",""
"1028","","Finish Flag","","","","","2:56:33.186","13:38:54.326","","","","","","","","",""
"1029","","Green Flag","","","","","2:56:33.186","13:38:54.555","","","","","","","","",""
"1030","8","Team Skeppsbrons","136","141","1:01:41.317","2.1","2:56:33.187","13:38:54.556","196","160","3","","4867808","0","","R1","No"
"1031","27","BET","135","141","1:01:00.531","2.1","2:56:34.046","13:38:55.415","143","156","3","","7647018","0","","R1","No"
"1032","555","Team Hau Nau","89","141","1:01:54.530","2.1","2:56:34.866","13:38:56.235","86","151","3","","7637509","0","","R1","No"
"1033","47","Nordic Light Racing","142","142","1:01:12.584","2.1","2:56:35.411","13:38:56.780","120","182","3","","7650748","0","","R2","No"
"1034","190","MoMo Racing Team MRT","101","142","1:01:50.432","2.1","2:56:36.683","13:38:58.052","120","158","3","","7493526","0","","R2","No"
"1035","99999","Miata TOT592","48","142","1:49:40.334","1.2","2:56:50.678","13:39:12.047","146","178","3","","2546610","0","","rest","No"
"1036","47","Nordic Light Racing","143","143","1:11.196","108.1","2:57:46.607","13:40:07.976","111","179","1","","7650748","0","","R2","No"
"1037","8","Team Skeppsbrons","137","143","1:13.804","104.2","2:57:46.991","13:40:08.360","166","164","1","","4867808","0","","R1","No"
"1038","555","Team Hau Nau","90","143","1:12.654","105.9","2:57:47.520","13:40:08.889","69","149","1","","7637509","0","","R1","No"
"1039","27","BET","136","143","1:13.937","104.1","2:57:47.983","13:40:09.352","128","159","1","","7647018","0","","R1","No"
"1040","190","MoMo Racing Team MRT","102","143","1:14.456","103.3","2:57:51.139","13:40:12.508","123","161","1","","7493526","0","","R2","No"
"1041","99999","Miata TOT592","49","143","1:19.193","97.1","2:58:09.871","13:40:31.240","134","179","4","","2546610","0","","rest","No"
"1042","47","Nordic Light Racing","144","144","1:05.795","116.9","2:58:52.402","13:41:13.771","113","182","4","","7650748","0","","R2","No"
"1043","555","Team Hau Nau","91","144","1:07.486","114.0","2:58:55.006","13:41:16.375","66","148","4","","7637509","0","","R1","No"
"1044","27","BET","137","144","1:10.649","108.9","2:58:58.632","13:41:20.001","133","158","4","","7647018","0","","R1","No"
"1045","117","Roslagen Racing BMW 323 compact","119","144","1:03:48.045","2.0","2:58:59.927","13:41:21.296","118","155","4","","7722653","0","","Standard","No"
"1046","8","Team Skeppsbrons","138","144","1:15.104","102.4","2:59:02.095","13:41:23.464","145","157","4","","4867808","0","","R1","No"
"1047","190","MoMo Racing Team MRT","103","144","1:12.907","105.5","2:59:04.046","13:41:25.415","122","160","4","","7493526","0","","R2","No"
"1048","99999","Miata TOT592","50","144","1:14.121","103.8","2:59:23.992","13:41:45.361","133","178","4","","2546610","0","","rest","No"
"1049","47","Nordic Light Racing","145","145","1:04.568","119.1","2:59:56.970","13:42:18.339","115","182","6","","7650748","0","","R2","No"
"1050","555","Team Hau Nau","92","145","1:06.801","115.2","3:00:01.807","13:42:23.176","80","146","6","","7637509","0","","R1","No"
"1051","27","BET","138","145","1:08.140","112.9","3:00:06.772","13:42:28.141","123","159","6","","7647018","0","","R1","No"
"1052","117","Roslagen Racing BMW 323 compact","120","145","1:15.504","101.9","3:00:15.431","13:42:36.800","116","156","6","","7722653","0","","Standard","No"
"1053","8","Team Skeppsbrons","139","145","1:14.260","103.6","3:00:16.355","13:42:37.724","164","161","6","","4867808","0","","R1","No"
"1054","190","MoMo Racing Team MRT","104","145","1:13.111","105.2","3:00:17.157","13:42:38.526","122","157","6","","7493526","0","","R2","No"
"1055","99999","Miata TOT592","51","145","1:13.152","105.2","3:00:37.144","13:42:58.513","132","178","6","","2546610","0","","rest","No"
"1056","47","Nordic Light Racing","146","146","1:07.095","114.7","3:01:04.065","13:43:25.434","117","183","6","","7650748","0","","R2","No"
"1057","555","Team Hau Nau","93","146","1:06.756","115.2","3:01:08.563","13:43:29.932","61","144","6","","7637509","0","","R1","No"
"1058","27","BET","139","146","1:09.094","111.3","3:01:15.866","13:43:37.235","124","157","6","","7647018","0","","R1","No"
"1059","8","Team Skeppsbrons","140","146","1:12.381","106.3","3:01:28.736","13:43:50.105","162","163","6","","4867808","0","","R1","No"
"1060","190","MoMo Racing Team MRT","105","146","1:12.692","105.8","3:01:29.849","13:43:51.218","120","158","6","","7493526","0","","R2","No"
"1061","117","Roslagen Racing BMW 323 compact","121","146","1:15.662","101.7","3:01:31.093","13:43:52.462","108","154","6","","7722653","0","","Standard","No"
"1062","99999","Miata TOT592","52","146","1:12.873","105.6","3:01:50.017","13:44:11.386","128","178","6","","2546610","0","","rest","No"
"1063","47","Nordic Light Racing","147","147","1:05.346","117.7","3:02:09.411","13:44:30.780","118","183","6","","7650748","0","","R2","No"
"1064","555","Team Hau Nau","94","147","1:08.016","113.1","3:02:16.579","13:44:37.948","63","143","6","","7637509","0","","R1","No"
"1065","27","BET","140","147","1:10.737","108.8","3:02:26.603","13:44:47.972","122","159","6","","7647018","0","","R1","No"
"1066","8","Team Skeppsbrons","141","147","1:12.745","105.8","3:02:41.481","13:45:02.850","168","161","6","","4867808","0","","R1","No"
"1067","190","MoMo Racing Team MRT","106","147","1:12.356","106.3","3:02:42.205","13:45:03.574","120","158","6","","7493526","0","","R2","No"
"1068","117","Roslagen Racing BMW 323 compact","122","147","1:14.880","102.7","3:02:45.973","13:45:07.342","106","152","6","","7722653","0","","Standard","No"
"1069","99999","Miata TOT592","53","147","1:12.487","106.1","3:03:02.504","13:45:23.873","131","179","6","","2546610","0","","rest","No"
"1070","47","Nordic Light Racing","148","148","1:04.557","119.2","3:03:13.968","13:45:35.337","112","182","6","","7650748","0","","R2","No"
"1071","555","Team Hau Nau","95","148","1:07.602","113.8","3:03:24.181","13:45:45.550","65","145","6","","7637509","0","","R1","No"
"1072","27","BET","141","148","1:08.598","112.1","3:03:35.201","13:45:56.570","133","159","6","","7647018","0","","R1","No"
"1073","190","MoMo Racing Team MRT","107","148","1:14.630","103.1","3:03:56.835","13:46:18.204","114","155","6","","7493526","0","","R2","No"
"1074","8","Team Skeppsbrons","142","148","1:16.421","100.7","3:03:57.902","13:46:19.271","150","161","6","","4867808","0","","R1","No"
"1075","117","Roslagen Racing BMW 323 compact","123","148","1:15.464","101.9","3:04:01.437","13:46:22.806","110","154","6","","7722653","0","","Standard","No"
