"#","No.","Name","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm","Class","Deleted"
"1707","117","Roslagen Racing BMW 323 compact","216","251","1:12.760","105.7","5:17:12.189","15:59:33.558","105","149","6","","7722653","0","","Standard","No"
"1708","190","MoMo Racing Team MRT","206","251","1:10.717","108.8","5:17:31.377","15:59:52.746","125","155","6","","7493526","0","","R2","No"
"1709","47","Nordic Light Racing","252","252","1:06.155","116.3","5:17:41.832","16:00:03.201","115","181","6","","7650748","0","","R2","No"
"1710","555","Team Hau Nau","197","252","1:09.956","110.0","5:17:52.662","16:00:14.031","84","150","6","","7637509","0","","R1","No"
"1711","27","BET","246","252","1:13.456","104.7","5:18:16.562","16:00:37.931","143","155","6","","7647018","0","","R1","No"
"1712","117","Roslagen Racing BMW 323 compact","217","252","1:12.574","106.0","5:18:24.763","16:00:46.132","102","152","6","","7722653","0","","Standard","No"
"1713","190","MoMo Racing Team MRT","207","252","1:10.424","109.2","5:18:41.801","16:01:03.170","127","157","6","","7493526","0","","R2","No"
"1714","47","Nordic Light Racing","253","253","1:06.838","115.1","5:18:48.670","16:01:10.039","114","181","6","","7650748","0","","R2","No"
"1715","555","Team Hau Nau","198","253","1:10.398","109.3","5:19:03.060","16:01:24.429","74","146","7","","7637509","0","","R1","No"
"1716","27","BET","247","253","1:14.788","102.9","5:19:31.350","16:01:52.719","146","156","7","","7647018","0","","R1","No"
"1717","117","Roslagen Racing BMW 323 compact","218","253","1:12.287","106.4","5:19:37.050","16:01:58.419","101","149","7","","7722653","0","","Standard","No"
"1718","190","MoMo Racing Team MRT","208","253","1:10.869","108.6","5:19:52.670","16:02:14.039","122","157","7","","7493526","0","","R2","No"
"1719","47","Nordic Light Racing","254","254","1:06.025","116.5","5:19:54.695","16:02:16.064","114","182","6","","7650748","0","","R2","No"
"1720","555","Team Hau Nau","199","254","1:09.611","110.5","5:20:12.671","16:02:34.040","84","148","6","","7637509","0","","R1","No"
"1721","27","BET","248","254","1:13.647","104.5","5:20:44.997","16:03:06.366","141","156","6","","7647018","0","","R1","No"
"1722","117","Roslagen Racing BMW 323 compact","219","254","1:12.930","105.5","5:20:49.980","16:03:11.349","104","148","6","","7722653","0","","Standard","No"
"1723","47","Nordic Light Racing","255","255","1:07.037","114.8","5:21:01.732","16:03:23.101","113","182","6","","7650748","0","","R2","No"
"1724","190","MoMo Racing Team MRT","209","255","1:10.958","108.4","5:21:03.628","16:03:24.997","121","156","6","","7493526","0","","R2","No"
"1725","555","Team Hau Nau","200","255","1:09.642","110.5","5:21:22.313","16:03:43.682","82","150","6","","7637509","0","","R1","No"
"1726","27","BET","249","255","1:15.152","102.4","5:22:00.149","16:04:21.518","143","156","6","","7647018","0","","R1","No"
"1727","117","Roslagen Racing BMW 323 compact","220","255","1:13.585","104.5","5:22:03.565","16:04:24.934","104","151","6","","7722653","0","","Standard","No"
"1728","47","Nordic Light Racing","256","256","1:06.139","116.3","5:22:07.871","16:04:29.240","114","181","6","","7650748","0","","R2","No"
"1729","190","MoMo Racing Team MRT","210","256","1:10.621","108.9","5:22:14.249","16:04:35.618","122","156","6","","7493526","0","","R2","No"
"1730","555","Team Hau Nau","201","256","1:10.034","109.8","5:22:32.347","16:04:53.716","88","150","6","","7637509","0","","R1","No"
"1731","27","BET","250","256","1:09.244","111.1","5:23:09.393","16:05:30.762","116","154","6","","7647018","0","","R1","No"
"1732","47","Nordic Light Racing","257","257","1:06.995","114.8","5:23:14.866","16:05:36.235","115","181","6","","7650748","0","","R2","No"
"1733","117","Roslagen Racing BMW 323 compact","221","257","1:14.082","103.8","5:23:17.647","16:05:39.016","110","152","6","","7722653","0","","Standard","No"
"1734","190","MoMo Racing Team MRT","211","257","1:10.492","109.1","5:23:24.741","16:05:46.110","127","157","6","","7493526","0","","R2","No"
"1735","555","Team Hau Nau","202","257","1:10.104","109.7","5:23:42.451","16:06:03.820","75","148","6","","7637509","0","","R1","No"
"1736","27","BET","251","257","1:07.503","114.0","5:24:16.896","16:06:38.265","120","156","7","","7647018","0","","R1","No"
"1737","47","Nordic Light Racing","258","258","1:06.212","116.2","5:24:21.078","16:06:42.447","114","180","7","","7650748","0","","R2","No"
"1738","117","Roslagen Racing BMW 323 compact","222","258","1:13.122","105.2","5:24:30.769","16:06:52.138","102","149","7","","7722653","0","","Standard","No"
"1739","190","MoMo Racing Team MRT","212","258","1:10.811","108.6","5:24:35.552","16:06:56.921","124","157","7","","7493526","0","","R2","No"
"1740","555","Team Hau Nau","203","258","1:09.843","110.1","5:24:52.294","16:07:13.663","89","150","7","","7637509","0","","R1","No"
"1741","27","BET","252","258","1:07.627","113.8","5:25:24.523","16:07:45.892","119","156","6","","7647018","0","","R1","No"
"1742","47","Nordic Light Racing","259","259","1:06.160","116.3","5:25:27.238","16:07:48.607","117","182","6","","7650748","0","","R2","No"
"1743","190","MoMo Racing Team MRT","213","259","1:11.131","108.2","5:25:46.683","16:08:08.052","127","157","6","","7493526","0","","R2","No"
"1744","117","Roslagen Racing BMW 323 compact","223","259","1:21.476","94.4","5:25:52.245","16:08:13.614","118","148","6","","7722653","0","","Standard","No"
"1745","555","Team Hau Nau","204","259","1:09.487","110.7","5:26:01.781","16:08:23.150","86","149","7","","7637509","0","","R1","No"
"1746","47","Nordic Light Racing","260","260","1:06.602","115.5","5:26:33.840","16:08:55.209","108","179","7","","7650748","0","","R2","No"
"1747","27","BET","253","260","1:12.407","106.2","5:26:36.930","16:08:58.299","141","157","7","","7647018","0","","R1","No"
"1748","190","MoMo Racing Team MRT","214","260","1:11.079","108.2","5:26:57.762","16:09:19.131","127","157","6","","7493526","0","","R2","No"
"1749","117","Roslagen Racing BMW 323 compact","224","260","1:18.575","97.9","5:27:10.820","16:09:32.189","99","146","6","","7722653","0","","Standard","No"
"1750","555","Team Hau Nau","205","260","1:09.317","111.0","5:27:11.098","16:09:32.467","103","151","6","","7637509","0","","R1","No"
"1751","47","Nordic Light Racing","261","261","1:06.588","115.5","5:27:40.428","16:10:01.797","114","181","6","","7650748","0","","R2","No"
"1752","27","BET","254","261","1:12.605","106.0","5:27:49.535","16:10:10.904","141","157","6","","7647018","0","","R1","No"
"1753","190","MoMo Racing Team MRT","215","261","1:11.406","107.7","5:28:09.168","16:10:30.537","126","157","11","","7493526","0","","R2","No"
"1754","555","Team Hau Nau","206","261","1:09.137","111.3","5:28:20.235","16:10:41.604","85","150","11","","7637509","0","","R1","No"
"1755","117","Roslagen Racing BMW 323 compact","225","261","1:14.781","102.9","5:28:25.601","16:10:46.970","104","149","11","","7722653","0","","Standard","No"
"1756","47","Nordic Light Racing","262","262","1:06.800","115.2","5:28:47.228","16:11:08.597","113","179","11","","7650748","0","","R2","No"
"1757","27","BET","255","262","1:12.656","105.9","5:29:02.191","16:11:23.560","135","156","10","","7647018","0","","R1","No"
"1758","190","MoMo Racing Team MRT","216","262","1:10.895","108.5","5:29:20.063","16:11:41.432","127","156","10","","7493526","0","","R2","No"
"1759","555","Team Hau Nau","207","262","1:09.131","111.3","5:29:29.366","16:11:50.735","91","151","10","","7637509","0","","R1","No"
"1760","117","Roslagen Racing BMW 323 compact","226","262","1:14.151","103.8","5:29:39.752","16:12:01.121","101","149","10","","7722653","0","","Standard","No"
"1761","47","Nordic Light Racing","263","263","1:07.171","114.5","5:29:54.399","16:12:15.768","116","181","6","","7650748","0","","R2","No"
"1762","27","BET","256","263","1:11.348","107.8","5:30:13.539","16:12:34.908","125","157","6","","7647018","0","","R1","No"
"1763","190","MoMo Racing Team MRT","217","263","1:11.011","108.3","5:30:31.074","16:12:52.443","125","155","6","","7493526","0","","R2","No"
"1764","555","Team Hau Nau","208","263","1:08.961","111.6","5:30:38.327","16:12:59.696","70","146","6","","7637509","0","","R1","No"
"1765","117","Roslagen Racing BMW 323 compact","227","263","1:13.712","104.4","5:30:53.464","16:13:14.833","114","153","6","","7722653","0","","Standard","No"
"1766","47","Nordic Light Racing","264","264","1:06.861","115.1","5:31:01.260","16:13:22.629","114","180","13","","7650748","0","","R2","No"
"1767","27","BET","257","264","1:07.989","113.2","5:31:21.528","16:13:42.897","123","154","13","","7647018","0","","R1","No"
"1768","190","MoMo Racing Team MRT","218","264","1:11.066","108.3","5:31:42.140","16:14:03.509","123","156","13","","7493526","0","","R2","No"
"1769","555","Team Hau Nau","209","264","1:08.823","111.8","5:31:47.150","16:14:08.519","71","147","13","","7637509","0","","R1","No"
"1770","117","Roslagen Racing BMW 323 compact","228","264","1:14.008","104.0","5:32:07.472","16:14:28.841","94","147","13","","7722653","0","","Standard","No"
"1771","47","Nordic Light Racing","265","265","1:06.309","116.0","5:32:07.569","16:14:28.938","113","181","13","","7650748","0","","R2","No"
"1772","27","BET","258","265","1:06.956","114.9","5:32:28.484","16:14:49.853","132","157","13","","7647018","0","","R1","No"
"1773","190","MoMo Racing Team MRT","219","265","1:11.004","108.3","5:32:53.144","16:15:14.513","126","156","13","","7493526","0","","R2","No"
"1774","555","Team Hau Nau","210","265","1:09.227","111.1","5:32:56.377","16:15:17.746","73","147","10","","7637509","0","","R1","No"
"1775","47","Nordic Light Racing","266","266","1:06.409","115.8","5:33:13.978","16:15:35.347","111","182","10","","7650748","0","","R2","No"
"1776","117","Roslagen Racing BMW 323 compact","229","266","1:13.490","104.7","5:33:20.962","16:15:42.331","98","148","10","","7722653","0","","Standard","No"
"1777","27","BET","259","266","1:11.729","107.3","5:33:40.213","16:16:01.582","129","156","10","","7647018","0","","R1","No"
"1778","190","MoMo Racing Team MRT","220","266","1:10.728","108.8","5:34:03.872","16:16:25.241","123","156","9","","7493526","0","","R2","No"
"1779","555","Team Hau Nau","211","266","1:08.380","112.5","5:34:04.757","16:16:26.126","73","147","9","","7637509","0","","R1","No"
"1780","47","Nordic Light Racing","267","267","1:06.215","116.2","5:34:20.193","16:16:41.562","116","182","9","","7650748","0","","R2","No"
"1781","117","Roslagen Racing BMW 323 compact","230","267","1:14.192","103.7","5:34:35.154","16:16:56.523","102","148","9","","7722653","0","","Standard","No"
"1782","27","BET","260","267","1:09.238","111.1","5:34:49.451","16:17:10.820","123","155","9","","7647018","0","","R1","No"
"1783","190","MoMo Racing Team MRT","221","267","1:12.450","106.2","5:35:16.322","16:17:37.691","105","156","11","","7493526","0","","R2","No"
"1784","555","Team Hau Nau","212","267","1:11.708","107.3","5:35:16.465","16:17:37.834","135","150","11","","7637509","0","","R1","No"
"1785","47","Nordic Light Racing","268","268","1:06.338","116.0","5:35:26.531","16:17:47.900","115","181","11","","7650748","0","","R2","No"
"1786","117","Roslagen Racing BMW 323 compact","231","268","1:13.442","104.8","5:35:48.596","16:18:09.965","103","152","11","","7722653","0","","Standard","No"
"1787","27","BET","261","268","1:07.407","114.1","5:35:56.858","16:18:18.227","129","157","6","","7647018","0","","R1","No"
"1788","190","MoMo Racing Team MRT","222","268","1:10.819","108.6","5:36:27.141","16:18:48.510","123","156","6","","7493526","0","","R2","No"
"1789","555","Team Hau Nau","213","268","1:11.541","107.5","5:36:28.006","16:18:49.375","73","147","6","","7637509","0","","R1","No"
"1790","47","Nordic Light Racing","269","269","1:05.786","116.9","5:36:32.317","16:18:53.686","117","181","6","","7650748","0","","R2","No"
"1791","117","Roslagen Racing BMW 323 compact","232","269","1:13.698","104.4","5:37:02.294","16:19:23.663","105","151","13","","7722653","0","","Standard","No"
"1792","27","BET","262","269","1:07.706","113.6","5:37:04.564","16:19:25.933","131","156","13","","7647018","0","","R1","No"
"1793","555","Team Hau Nau","214","269","1:09.925","110.0","5:37:37.931","16:19:59.300","75","148","13","","7637509","0","","R1","No"
"1794","190","MoMo Racing Team MRT","223","269","1:11.628","107.4","5:37:38.769","16:20:00.138","123","156","13","","7493526","0","","R2","No"
"1795","47","Nordic Light Racing","270","270","1:07.060","114.7","5:37:39.377","16:20:00.746","129","178","13","","7650748","0","","R2","No"
"1796","27","BET","263","270","1:09.290","111.0","5:38:13.854","16:20:35.223","134","158","10","","7647018","0","","R1","No"
"1797","117","Roslagen Racing BMW 323 compact","233","270","1:13.534","104.6","5:38:15.828","16:20:37.197","105","150","10","","7722653","0","","Standard","No"
"1798","555","Team Hau Nau","215","270","1:09.698","110.4","5:38:47.629","16:21:08.998","89","148","10","","7637509","0","","R1","No"
"1799","47","Nordic Light Racing","271","271","1:08.810","111.8","5:38:48.187","16:21:09.556","117","181","10","","7650748","0","","R2","No"
"1800","190","MoMo Racing Team MRT","224","271","1:11.012","108.3","5:38:49.781","16:21:11.150","124","157","10","","7493526","0","","R2","No"
"1801","27","BET","264","271","1:10.691","108.8","5:39:24.545","16:21:45.914","142","156","6","","7647018","0","","R1","No"
"1802","117","Roslagen Racing BMW 323 compact","234","271","1:12.842","105.6","5:39:28.670","16:21:50.039","105","149","6","","7722653","0","","Standard","No"
"1803","47","Nordic Light Racing","272","272","1:07.174","114.5","5:39:55.361","16:22:16.730","112","180","6","","7650748","0","","R2","No"
"1804","555","Team Hau Nau","216","272","1:11.144","108.1","5:39:58.773","16:22:20.142","67","145","6","","7637509","0","","R1","No"
"1805","190","MoMo Racing Team MRT","225","272","1:10.555","109.0","5:40:00.336","16:22:21.705","122","155","6","","7493526","0","","R2","No"
"1806","27","BET","265","272","1:13.892","104.1","5:40:38.437","16:22:59.806","144","155","6","","7647018","0","","R1","No"
"1807","117","Roslagen Racing BMW 323 compact","235","272","1:13.176","105.1","5:40:41.846","16:23:03.215","110","152","6","","7722653","0","","Standard","No"
"1808","47","Nordic Light Racing","273","273","1:06.443","115.8","5:41:01.804","16:23:23.173","113","180","24","","7650748","0","","R2","No"
"1809","555","Team Hau Nau","217","273","1:09.905","110.1","5:41:08.678","16:23:30.047","76","147","24","","7637509","0","","R1","No"
"1810","190","MoMo Racing Team MRT","226","273","1:10.618","108.9","5:41:10.954","16:23:32.323","121","155","24","","7493526","0","","R2","No"
"1811","27","BET","266","273","1:10.983","108.4","5:41:49.420","16:24:10.789","145","157","24","","7647018","0","","R1","No"
"1812","47","Nordic Light Racing","274","274","1:06.362","115.9","5:42:08.166","16:24:29.535","112","180","6","","7650748","0","","R2","No"
"1813","555","Team Hau Nau","218","274","1:10.190","109.6","5:42:18.868","16:24:40.237","105","153","6","","7637509","0","","R1","No"
"1814","190","MoMo Racing Team MRT","227","274","1:10.448","109.2","5:42:21.402","16:24:42.771","118","155","6","","7493526","0","","R2","No"
"1815","27","BET","267","274","1:13.342","104.9","5:43:02.762","16:25:24.131","149","158","6","","7647018","0","","R1","No"
"1816","47","Nordic Light Racing","275","275","1:05.872","116.8","5:43:14.038","16:25:35.407","113","180","6","","7650748","0","","R2","No"
"1817","555","Team Hau Nau","219","275","1:10.404","109.3","5:43:29.272","16:25:50.641","73","147","6","","7637509","0","","R1","No"
"1818","190","MoMo Racing Team MRT","228","275","1:10.501","109.1","5:43:31.903","16:25:53.272","124","157","6","","7493526","0","","R2","No"
"1819","27","BET","268","275","1:12.277","106.4","5:44:15.039","16:26:36.408","144","158","6","","7647018","0","","R1","No"
